fc_id,em_id,group,score,label,soma_dist_um
Trh-M-400052,957506896,dense,0.3138425143658476,1,23.90764960040226
Trh-M-400052,5813053851,dense,0.2805534711253475,1,21.981150822090715
Trh-M-400110,5813053851,dense,0.3176732830626873,1,20.02806513355966
Trh-M-400110,5813065004,dense,0.3317288939302665,1,37.21548897458899
Trh-M-400131,832016427,dense,0.2682337588689183,1,39.87924974890126
Trh-M-500163,922354084,dense,0.3343288800831804,1,38.05789241888806
Trh-M-500163,829598814,dense,0.3332311686655761,1,29.501419400967585
VGlut-F-000016,5813027276,dense,0.4070930065620557,1,14.647923797044937
VGlut-F-000016,950880008,dense,0.5644253045266603,1,17.352441386397793
VGlut-F-000111,5812987694,dense,0.1431132037417829,0,30.736166908183776
VGlut-F-000111,5813021583,dense,0.3325828130697197,1,132.14912151739588
VGlut-F-000158,298254384,dense,0.4289599654729973,1,59.309551501689135
VGlut-F-000158,5813020785,dense,0.3219604265586078,1,204.79992217327728
VGlut-F-000177,5813056321,dense,0.4027468984944147,1,38.78442570405733
VGlut-F-000303,5813011119,dense,0.4631561649341024,1,21.13236676479711
VGlut-F-000463,1733677514,dense,0.3015279428267141,1,48.84505341759573
